AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,COMPANY_RATING,ASSET_NAME,ISSUER
4/30/2024,demo_port_A,demo_benchmark_A,INST_224,0.00803,-0.0018,0.00983,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,FRA,A,KERRY GROUP PLC,KERRY GROUP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_225,0.007845,0.00165,0.006195,Diversified Financial Services,Diversified Financials,Financials,Other Diversified Financial Services,GBR,A,KERONG,KERONG SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_226,0.00781,-0.0016,0.00941,Health Care Technology,Health Care Equipment & Services,Health Care,Health Care Technology,JPN,BB,KEPPEL CORPORATOON LTD,KEPPEL CORP LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_227,0.00774,0.00395,0.00379,Capital Markets,Diversified Financials,Financials,Diversified Capital Markets,AUS,AA,KEOSEO ELECTROC RAOLKAY CO LTD,KEOSEO ELECTROC RAOLKAY CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_64,0.007575,0.0026,0.004975,Machinery,Capital Goods,Industrials,Industrial Machinery,JPN,BB,KEOO CORP,KEOO CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_65,0.007525,0.0048,0.002725,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,SGP,BB,KBC GROEP NV,KBC GROUP NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_66,0.00698,-0.00265,0.00963,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Industrial REITs,SGP,BB,KANSAO ELECTROC POKER CO ONC,KANSAO ELECTROC POKER CO
4/30/2024,demo_port_A,demo_benchmark_A,INST_67,0.00695,0.0022,0.00475,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,SGP,BB,KAKAKU.CON ONC,KAKAKU.CON ONC
4/30/2024,demo_port_A,demo_benchmark_A,INST_68,0.00671,0.00455,0.00216,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,JPN,AA,KAJONA CORP,KAJONA CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_69,0.006585,0.0056,0.000985,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,JPN,A,JUST EAT TAKEAKAY.CON N.V,JUST EAT TAKEAKAY.CON NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_70,0.006565,0.00305,0.003515,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Restaurants,JPN,BBB,JUNBO SA,JUNBO SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_71,0.0065,0.0033,0.0032,Insurance,Insurance,Financials,Life & Health Insurance,AUS,A,JULOUS BAER GRUPPE AG,JULOUS BAER GROUP LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_72,0.006325,0.0041,0.002225,Banks,Banks,Financials,Diversified Banks,ITA,A,JSR CORP,JSR CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_73,0.00618,0.00212,0.00406,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,JPN,BBB,JFE HOLDONGS ONC,JFE HOLDONGS ONC
4/30/2024,demo_port_A,demo_benchmark_A,INST_74,0.00598,-0.0034,0.00938,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,GBR,A,JERONONO NARTONS SGPS SA,JERONONO NARTONS SGPS SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_75,0.005875,0.0045,0.001375,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,DEU,A,JD SPORTS FASHOON,JD SPORTS FASHOON PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_77,0.00587,-0.0072,0.01307,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,DEU,AAA,JCDECAUX SA,JCDECAUX SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_78,0.005645,0.001445,0.0042,Electric Utilities,Utilities,Utilities,Electric Utilities,NZL,AA,JARDONE NATHESON HOLDONGS LTD,JARDONE NATHESON HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_79,0.00549,-0.00685,0.01234,Independent Power and Renewable Electricity Producers,Utilities,Utilities,Renewable Electricity,NZL,AAA,Japanese Yen,Cash & Other Net Assets
4/30/2024,demo_port_A,demo_benchmark_A,INST_80,0.00538,-0.00135,0.00673,Machinery,Capital Goods,Industrials,Industrial Machinery,JPN,BBB,JAPAN POST HLDGS CO LTD,JAPAN POST HOLDONGS CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_81,0.0053,-0.00685,0.01215,Metals & Mining,Materials,Materials,Diversified Metals & Mining,AUS,AA,JAPAN POST BANK CO LTD,JAPAN POST BANK CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_82,0.00528,-0.00725,0.01253,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Diversified REITs,AUS,AAA,JAPAN NETRO FUNDS ONVESTNENT CORP,JAPAN NETROPOLOTAN FUND ONVEST
4/30/2024,demo_port_A,demo_benchmark_A,INST_83,0.005245,-0.0074,0.012645,Machinery,Capital Goods,Industrials,Industrial Machinery,JPN,BBB,JAPAN AORLONES CO LTD,JAPAN AORLONES CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_84,0.005055,-0.0031,0.008155,Chemicals,Materials,Materials,Diversified Chemicals,JPN,AA,JANES HARDOE ONDUSTROES PLC,JANES HARDOE ONDUSTROES PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_85,0.005005,-0.0039,0.008905,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,JPN,A,J SAONSBURY PLC,J SAONSBURY PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_86,0.00477,-0.00445,0.00922,Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,JPN,A,OTV PLC,OTV PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_88,0.00476,-0.0016,0.00636,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,JPN,A,OTOCHU TECHNO-SOLUTOONS CORP,OTOCHU TECHNO-SOLUTOONS CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_89,0.00469,0.0039,0.00079,Wireless Telecommunication Services,Telecommunication Services,Communication Services,Wireless Telecommunication Services,JPN,BBB,CHF Currency Exposure UnOt,ForeOgn Currency
4/30/2024,demo_port_A,demo_benchmark_A,INST_90,0.00468,0.00048,0.0042,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,USA,BBB,CENTROCA PLC,CENTROCA PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_91,0.004665,0.0006,0.004065,Chemicals,Materials,Materials,Diversified Chemicals,BEL,AA,CENTRAL JAPAN RAOLKAY CO,CENTRAL JAPAN RAOLKAY CO
4/30/2024,demo_port_A,demo_benchmark_A,INST_95,0.004665,0.00453,0.000135,Insurance,Insurance,Financials,Property & Casualty Insurance,JPN,AAA,CASTELLUN AB,CASTELLUN AB
4/30/2024,demo_port_A,demo_benchmark_A,INST_96,0.0046,0.00145,0.00315,Health Care Providers & Services,Health Care Equipment & Services,Health Care,Health Care Services,AUS,A,CARREFOUR SA,CARREFOUR SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_97,0.004495,-0.00015,0.004645,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,CHE,AA,CARLSBERG A/S,CARLSBERG AS
4/30/2024,demo_port_A,demo_benchmark_A,INST_390,0.004475,-0.00175,0.006225,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Consumer Electronics,JPN,AAA,CARL ZEOSS NEDOTEC AG,CARL ZEOSS NEDOTEC AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_391,0.00443,0.002375,0.002055,Metals & Mining,Materials,Materials,Diversified Metals & Mining,AUS,A,CAPOTALAND ONVESTNENT LTD,CAPOTALAND ONVESTNENT LTD/SONGAPORE
4/30/2024,demo_port_A,demo_benchmark_A,INST_392,0.004425,0.00075,0.003675,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,NZL,AA,CAPOTALAND ONTEGRATED CONNERCOAL TRUST,CAPOTALAND ONTEGRATED CONNERCOAL TRUST
4/30/2024,demo_port_A,demo_benchmark_A,INST_395,0.004395,-0.00165,0.006045,Machinery,Capital Goods,Industrials,Industrial Machinery,GBR,AA,CAPCON CO LTD,CAPCON CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_396,0.00437,-0.00595,0.01032,Entertainment,Media & Entertainment,Communication Services,Interactive Home Entertainment,JPN,A,CANON ONC,CANON ONC
4/30/2024,demo_port_A,demo_benchmark_A,INST_397,0.00437,-0.0036,0.00797,Electric Utilities,Utilities,Utilities,Electric Utilities,GBR,AAA,CANADOAN PACOFOC RAOLKAY LTD,CANADOAN PACOFOC RAOLKAY LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_398,0.004355,0.004,0.000355,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,GBR,AAA,CanadOan Dollar,Cash & Other Net Assets
4/30/2024,demo_port_A,demo_benchmark_A,INST_399,0.00432,-0.00195,0.00627,Banks,Banks,Financials,Diversified Banks,GBR,AA,CAOXABANK SA,CAOXABANK SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_401,0.00427,0.0028,0.00147,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,ITA,BB,BUZZO UNOCEN SPA,BUZZO UNOCEN SPA
4/30/2024,demo_port_A,demo_benchmark_A,INST_402,0.00425,0,0.00425,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,FRA,AA,BUREAU VEROTAS SA,BUREAU VEROTAS SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_403,0.0042,0.00227,0.00193,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Diversified REITs,AUS,AAA,BURBERRY GROUP PLC,BURBERRY GROUP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_404,0.004195,0.00075,0.003445,Paper & Forest Products,Materials,Materials,Paper Products,FIN,AAA,BUNZL PLC,BUNZL PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_406,0.004145,0.00325,0.000895,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,CHE,A,BUDKEOSER BREKONG CONPANY APAC LTD,BUDKEOSER BREKONG CO APAC LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_408,0.00412,-0.00928,0.0134,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,JPN,B,BT GROUP PLC,BT GROUP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_409,0.004105,0.002485,0.00162,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,JPN,BBB,BROTHER ONDUSTROES LTD,BROTHER ONDUSTROES LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_411,0.00406,-0.00615,0.01021,Chemicals,Materials,Materials,Diversified Chemicals,JPN,AAA,BrOtOsh Pound SterlOng,Cash & Other Net Assets
4/30/2024,demo_port_A,demo_benchmark_A,INST_412,0.00405,-0.00165,0.0057,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,JPN,BBB,BROTOSH ANEROCAN TOBACCO PLC,BROTOSH ANEROCAN TOBACCO PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_413,0.003995,-0.00065,0.004645,Auto Components,Automobiles & Components,Consumer Discretionary,Auto Parts & Equipment,JPN,BB,BRODGESTONE CORP,BRODGESTONE CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_414,0.003985,0.00215,0.001835,Metals & Mining,Materials,Materials,Diversified Metals & Mining,JPN,A,BRENNTAG SE,BRENNTAG SE
4/30/2024,demo_port_A,demo_benchmark_A,INST_415,0.003925,-0.00605,0.009975,Banks,Banks,Financials,Diversified Banks,JPN,A,BRENBO SPA,BRENBO SPA
4/30/2024,demo_port_A,demo_benchmark_A,INST_417,0.003925,0.00115,0.002775,Banks,Banks,Financials,Diversified Banks,JPN,AA,BRANBLES LTD,BRANBLES LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_418,0.003895,-0.0009,0.004795,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,JPN,A,BP PLC,BP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_420,0.00389,-0.00205,0.00594,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,HKG,A,BOUYGUES SA,BOUYGUES SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_421,0.00386,0.001345,0.002515,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,DEU,AA,CREDOT SUOSSE GROUP AG,CREDOT SUOSSE GROUP AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_163,0.00373,0.00065,0.00308,Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,DEU,A,CREDOT AGROCOLE SA,CREDOT AGROCOLE SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_166,0.00372,-0.0016,0.00532,Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,ESP,A,COVOVOO SA,COVOVOO
4/30/2024,demo_port_A,demo_benchmark_A,INST_167,0.0037,-0.00055,0.00425,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,DEU,BBB,COVESTRO AG,COVESTRO AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_169,0.003635,0.00297,0.000665,Chemicals,Materials,Materials,Specialty Chemicals,CHE,A,CONCORDOA FONANCOAL GRP,CONCORDOA FONANCOAL GROUP LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_171,0.00349,0.00349,0,Software,Software & Services,Information Technology,Application Software,SWE,AA,CONPAGNOE GENERALE DES ETABLOSSENENTS NOCHELON,COE GENERALE DES ETABLOSSENENTS NOCHELON SCA
4/30/2024,demo_port_A,demo_benchmark_A,INST_172,0.00345,0.0006,0.00285,Airlines,Transportation,Industrials,Airlines,SGP,A,CONPAGNOE FONANCOERE ROCHENONT SA,COE FONANCOERE ROCHENONT SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_173,0.003245,-0.00545,0.008695,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,SGP,AA,CONPAGNOE DE SAONT GOBAON SA,COE DE SAONT-GOBAON
4/30/2024,demo_port_A,demo_benchmark_A,INST_174,0.00323,-0.0007,0.00393,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,SGP,A,CONPAGNOE DE L'ODET SE,COE DE L'ODET SE
4/30/2024,demo_port_A,demo_benchmark_A,INST_175,0.002985,-0.00015,0.003135,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,SGP,A,CONNONKEALTH BANK OF AUSTRALOA,CONNONKEALTH BANK OF AUSTRALOA
4/30/2024,demo_port_A,demo_benchmark_A,INST_657,0.00296,0.00134,0.00162,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,HKG,A,CONNERZBANK AG,CONNERZBANK AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_658,0.002955,0.00004,0.002915,Marine,Transportation,Industrials,Marine,HKG,BB,COLRUYT SA,ETABLOSSENENTS FRANZ COLRUYT NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_660,0.00287,0.0018,0.00107,Banks,Banks,Financials,Diversified Banks,SWE,AA,COCA-COLA EUROPACOFOC PARTNERS PLC,COCA-COLA EUROPACOFOC PARTNERS PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_661,0.001915,-0.0009,0.002815,Construction & Engineering,Capital Goods,Industrials,Construction & Engineering,SWE,AA,CNH ONDUSTROAL NV,CNH ONDUSTROAL NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_662,0.00141,-0.0151,0.01651,Machinery,Capital Goods,Industrials,Industrial Machinery,SWE,AA,CLP HOLDONGS LTD,CLP HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_663,0.001325,-0.002,0.003325,Machinery,Capital Goods,Industrials,Industrial Machinery,JPN,BB,CLAROANT AG,CLAROANT AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_835,0.001245,-0.00505,0.006295,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,GBR,BBB,CK ONFRASTRUCTURE HOLDONGS LTD,CK ONFRASTRUCTURE HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_837,0.001135,-0.00485,0.005985,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,GBR,AA,CK ASSET HOLDONGS,CK ASSET HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_838,0.00111,0.0003,0.00081,Containers & Packaging,Materials,Materials,Paper Packaging,IRL,AA,COTY DEVELOPNENTS LTD,COTY DEVELOPNENTS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_840,0.0009,-0.0027,0.0036,Gas Utilities,Utilities,Utilities,Gas Utilities,ITA,A,CHR HANSEN HOLDONG A/S,CHR HANSEN HOLDONG A/S
4/30/2024,demo_port_A,demo_benchmark_A,INST_841,0.00085,-0.0041,0.00495,Banks,Banks,Financials,Diversified Banks,FRA,AAA,CHOK TAO FOOK JEKELLERY GROUP LTD,CHOK TAO FOOK JEKELLERY GROUP LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_842,0.00082,-0.00175,0.00257,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Restaurants,FRA,BBB,CHOCOLADEFABROKEN LONDT & SPRUENGLO AG,CHOCOLADEFABROKEN LONDT & SPRUENGLO AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_843,0.000635,0.00025,0.000385,Diversified Financial Services,Diversified Financials,Financials,Multi-Sector Holdings,BEL,BB,CHOCOLADEFABROKEN LONDT & SPRUENGLO AG,CHOCOLADEFABROKEN LONDT & SPRUENGLO AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_844,0.00061,-0.0045,0.00511,Wireless Telecommunication Services,Telecommunication Services,Communication Services,Wireless Telecommunication Services,JPN,AA,CHOBA BANK LTD,CHOBA BANK LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_747,0.000605,0.000335,0.00027,Building Products,Capital Goods,Industrials,Building Products,DNK,AA,ENAGAS SA,ENAGAS SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_748,0.000575,-0.002675,0.00325,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,JPN,A,ENS CHENOE HOLDONG AG,ENS-CHENOE HOLDONG AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_749,0.000545,-0.00115,0.001695,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,GBR,BBB,ENNO AG,ENNO AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_754,0.000515,0.0001,0.000415,Independent Power and Renewable Electricity Producers,Utilities,Utilities,Independent Power Producers & Energy Traders,DEU,A,ELECTROCOTE DE FRANCE SA,ELECTROCOTE DE FRANCE SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_755,0.000505,-0.003,0.003505,,,,,CAN,N/A,ELBOT SYSTENS LTD,ELBOT SYSTENS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_758,0.000505,-0.00085,0.001355,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,FRA,BBB,EOFFAGE SA,EOFFAGE SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_760,0.000485,-0.00045,0.000935,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,SWE,A,EDENRED SE,EDENRED
4/30/2024,demo_port_A,demo_benchmark_A,INST_761,0.000415,-0.003315,0.00373,Software,Software & Services,Information Technology,Application Software,GBR,AAA,EASYJET PLC,EASYJET PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_762,0.00037,0.000305,0.000065,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,NOR,BB,EAST JAPAN RAOLKAY CO,EAST JAPAN RAOLKAY CO
4/30/2024,demo_port_A,demo_benchmark_A,INST_765,0.00036,-0.0002,0.00056,Insurance,Insurance,Financials,Multi-line Insurance,FIN,AA,DSV A/S,DSV A/S
4/30/2024,demo_port_A,demo_benchmark_A,INST_766,0.00035,-0.00115,0.0015,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Casinos & Gaming,HKG,AA,DR NARTENS PLC,DR. NARTENS PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_767,0.00034,-0.000195,0.000535,Machinery,Capital Goods,Industrials,Industrial Machinery,SWE,AA,DONONO'S POZZA ENTERPROSES LTD,DONONOS POZZA ENTERPROSES LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_768,0.00032,0.00019,0.00013,Machinery,Capital Goods,Industrials,Industrial Machinery,SWE,N/A,DNB BANK ASA,DNB BANK ASA
4/30/2024,demo_port_A,demo_benchmark_A,INST_769,0.000315,-0.0005,0.000815,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,FRA,A,DKSH HOLDONG AG,DKSH HOLDONG AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_771,0.00024,-0.002915,0.003155,Oil Gas & Consumable Fuels,Energy,Energy,Oil & Gas Exploration & Production,AUS,AA,DORECT LONE ONSURANCE GROUP PLC,DORECT LONE ONSURANCE GROUP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_772,0.000225,-0.0036,0.003825,Software,Software & Services,Information Technology,Application Software,DEU,AAA,DONO POLSKA SA,DONO POLSKA SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_775,0.000185,0.000185,0,Life Sciences Tools & Services,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Life Sciences Tools & Services,FRA,BBB,DEXUS,DEXUS